case_id,part_id,part_type,line,activity,area,resource,timestamp,duration_minutes
WO-0116,PART-9281,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-16 17:17:00,54
WO-0149,PART-5593,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-16 17:29:00,122
WO-0210,PART-3583,Manifold,Line-A,Assembly,ASM,Cell-01,2024-06-16 17:44:00,102
WO-0182,PART-1173,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-16 17:45:00,133
WO-0116,PART-9281,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-16 18:18:00,24
WO-0111,PART-9499,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-16 18:44:00,19
WO-0036,PART-3634,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-16 18:50:00,45
WO-0111,PART-9499,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-16 19:05:00,101
WO-0210,PART-3583,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-16 19:38:00,55
WO-0149,PART-5593,Manifold,Line-C,Assembly Rework,ASM,Cell-01,2024-06-16 19:39:00,53
WO-0036,PART-3634,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-16 19:51:00,41
WO-0182,PART-1173,Pump Housing,Line-C,Assembly Rework,ASM,Cell-01,2024-06-16 20:11:00,27
WO-0116,PART-9281,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-16 20:24:00,0
WO-0036,PART-3634,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-16 20:42:00,25
WO-0149,PART-5593,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-16 20:47:00,51
WO-0102,PART-8520,Bracket,Line-A,Cutting,CUT,Laser-01,2024-06-16 20:47:00,25
WO-0210,PART-3583,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-16 20:49:00,16
WO-0182,PART-1173,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-16 20:55:00,34
WO-0111,PART-9499,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-16 20:57:00,46
WO-0102,PART-8520,Bracket,Line-A,CNC Machining,CNC,CNC-15,2024-06-16 21:16:00,81
WO-0036,PART-3634,Rotor,Line-B,Assembly,ASM,Cell-04,2024-06-16 21:21:00,150
WO-0182,PART-1173,Pump Housing,Line-C,Packaging,PKG,Pack-01,2024-06-16 21:39:00,21
WO-0149,PART-5593,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-16 21:41:00,26
WO-0111,PART-9499,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-16 21:48:00,14
WO-0210,PART-3583,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-16 21:56:00,0
WO-0111,PART-9499,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-16 22:49:00,0
WO-0102,PART-8520,Bracket,Line-A,Surface Prep,PREP,Prep-03,2024-06-16 22:51:00,32
WO-0182,PART-1173,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-16 23:19:00,0
WO-0149,PART-5593,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-16 23:25:00,0
WO-0102,PART-8520,Bracket,Line-A,Assembly,ASM,Cell-01,2024-06-16 23:26:00,121
WO-0167,PART-9973,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-16 23:26:00,51
WO-0218,PART-3832,Manifold,Line-C,Cutting,CUT,Laser-02,2024-06-16 23:50:00,58
WO-0036,PART-3634,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-16 23:53:00,54
WO-0167,PART-9973,Bracket,Line-B,CNC Machining,CNC,CNC-12,2024-06-17 00:41:00,82
WO-0218,PART-3832,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-17 00:51:00,103
WO-0036,PART-3634,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-17 01:02:00,11
WO-0038,PART-9165,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-17 01:14:00,50
WO-0102,PART-8520,Bracket,Line-A,Assembly Rework,ASM,Cell-01,2024-06-17 01:51:00,35
WO-0211,PART-5107,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-17 01:54:00,51
WO-0140,PART-8982,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-17 02:12:00,59
WO-0167,PART-9973,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-17 02:13:00,34
WO-0038,PART-9165,Rotor,Line-C,CNC Machining,CNC,CNC-12,2024-06-17 02:20:00,100
WO-0218,PART-3832,Manifold,Line-C,Surface Prep,PREP,Prep-01,2024-06-17 02:38:00,39
WO-0102,PART-8520,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-17 02:43:00,47
WO-0036,PART-3634,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-17 02:44:00,0
WO-0167,PART-9973,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-17 02:55:00,55
WO-0211,PART-5107,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-17 03:05:00,53
WO-0140,PART-8982,Rotor,Line-A,CNC Machining,CNC,CNC-19,2024-06-17 03:20:00,115
WO-0218,PART-3832,Manifold,Line-C,Assembly,ASM,Cell-02,2024-06-17 03:29:00,84
WO-0173,PART-1092,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-17 03:35:00,40
WO-0275,PART-9629,Valve Body,Line-B,Cutting,CUT,Laser-02,2024-06-17 03:39:00,38
WO-0102,PART-8520,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-17 03:50:00,13
WO-0167,PART-9973,Bracket,Line-B,Assembly Rework,ASM,Cell-01,2024-06-17 03:58:00,54
WO-0211,PART-5107,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-17 04:11:00,25
WO-0038,PART-9165,Rotor,Line-C,Surface Prep,PREP,Prep-01,2024-06-17 04:14:00,21
WO-0173,PART-1092,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-17 04:37:00,108
WO-0275,PART-9629,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-17 04:38:00,77
WO-0038,PART-9165,Rotor,Line-C,Assembly,ASM,Cell-02,2024-06-17 04:39:00,75
WO-0211,PART-5107,Valve Body,Line-B,Assembly,ASM,Cell-04,2024-06-17 04:46:00,146
WO-0218,PART-3832,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-17 05:08:00,27
WO-0167,PART-9973,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-17 05:16:00,41
WO-0140,PART-8982,Rotor,Line-A,Surface Prep,PREP,Prep-03,2024-06-17 05:22:00,27
WO-0102,PART-8520,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-17 05:34:00,0
WO-0218,PART-3832,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-17 06:00:00,30
WO-0038,PART-9165,Rotor,Line-C,Assembly Rework,ASM,Cell-04,2024-06-17 06:06:00,75
WO-0167,PART-9973,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-17 06:12:00,11
WO-0140,PART-8982,Rotor,Line-A,Assembly,ASM,Cell-02,2024-06-17 06:14:00,128
WO-0275,PART-9629,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-17 06:19:00,40
WO-0173,PART-1092,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-17 06:36:00,30
WO-0275,PART-9629,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-17 07:07:00,98
WO-0173,PART-1092,Rotor,Line-B,Assembly,ASM,Cell-04,2024-06-17 07:10:00,140
WO-0038,PART-9165,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-17 07:31:00,20
WO-0211,PART-5107,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-17 07:31:00,30
WO-0139,PART-4300,Pump Housing,Line-B,Cutting,CUT,Laser-01,2024-06-17 07:32:00,40
WO-0218,PART-3832,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-17 07:50:00,0
WO-0167,PART-9973,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-17 08:04:00,0
WO-0139,PART-4300,Pump Housing,Line-B,CNC Machining,CNC,CNC-19,2024-06-17 08:14:00,48
WO-0038,PART-9165,Rotor,Line-C,Packaging,PKG,Pack-02,2024-06-17 08:16:00,19
WO-0211,PART-5107,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-17 08:19:00,14
WO-0140,PART-8982,Rotor,Line-A,Quality Check,QC,QA-02,2024-06-17 08:28:00,31
WO-0275,PART-9629,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-17 08:49:00,45
WO-0140,PART-8982,Rotor,Line-A,Packaging,PKG,Pack-02,2024-06-17 09:23:00,28
WO-0139,PART-4300,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-17 09:26:00,44
WO-0173,PART-1092,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-17 09:42:00,53
WO-0275,PART-9629,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-17 09:45:00,12
WO-0038,PART-9165,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-17 09:52:00,0
WO-0211,PART-5107,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-17 10:03:00,0
WO-0140,PART-8982,Rotor,Line-A,Material Hold,HOLD,Planner,2024-06-17 10:11:00,428
WO-0139,PART-4300,Pump Housing,Line-B,Assembly,ASM,Cell-04,2024-06-17 10:15:00,148
WO-0275,PART-9629,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-17 10:32:00,0
WO-0173,PART-1092,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-17 10:42:00,26
WO-0173,PART-1092,Rotor,Line-B,Manual Repair,ASM,Cell-02,2024-06-17 11:26:00,50
WO-0104,PART-7288,Pump Housing,Line-C,Cutting,CUT,Laser-01,2024-06-17 11:29:00,42
WO-0104,PART-7288,Pump Housing,Line-C,CNC Machining,CNC,CNC-12,2024-06-17 12:16:00,85
WO-0193,PART-2477,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-17 12:34:00,42
WO-0173,PART-1092,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-17 12:56:00,0
WO-0139,PART-4300,Pump Housing,Line-B,Assembly Rework,ASM,Cell-02,2024-06-17 12:56:00,29
WO-0109,PART-3947,Bracket,Line-A,Cutting,CUT,Laser-02,2024-06-17 13:09:00,48
WO-0193,PART-2477,Bracket,Line-B,CNC Machining,CNC,CNC-19,2024-06-17 13:26:00,58
WO-0104,PART-7288,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-17 13:45:00,25
WO-0139,PART-4300,Pump Housing,Line-B,Quality Check,QC,QA-02,2024-06-17 13:49:00,45
WO-0109,PART-3947,Bracket,Line-A,CNC Machining,CNC,CNC-15,2024-06-17 14:21:00,38
WO-0104,PART-7288,Pump Housing,Line-C,Assembly,ASM,Cell-04,2024-06-17 14:22:00,43
WO-0193,PART-2477,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-17 14:32:00,29
WO-0139,PART-4300,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-17 14:46:00,19
WO-0104,PART-7288,Pump Housing,Line-C,Assembly Rework,ASM,Cell-02,2024-06-17 15:15:00,75
WO-0193,PART-2477,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-17 15:21:00,40
WO-0109,PART-3947,Bracket,Line-A,Surface Prep,PREP,Prep-01,2024-06-17 15:22:00,30
WO-0193,PART-2477,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-17 16:08:00,46
WO-0109,PART-3947,Bracket,Line-A,Assembly,ASM,Cell-01,2024-06-17 16:14:00,78
WO-0139,PART-4300,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-17 16:16:00,0
WO-0284,PART-2959,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-17 16:17:00,30
WO-0104,PART-7288,Pump Housing,Line-C,Quality Check,QC,QA-05,2024-06-17 16:47:00,34
WO-0284,PART-2959,Rotor,Line-C,CNC Machining,CNC,CNC-15,2024-06-17 16:53:00,70
WO-0193,PART-2477,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-17 17:13:00,12
WO-0104,PART-7288,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-17 17:40:00,22
WO-0109,PART-3947,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-17 17:42:00,29
WO-0140,PART-8982,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-17 18:09:00,0
WO-0109,PART-3947,Bracket,Line-A,Packaging,PKG,Pack-02,2024-06-17 18:25:00,12
WO-0284,PART-2959,Rotor,Line-C,Surface Prep,PREP,Prep-03,2024-06-17 18:27:00,19
WO-0203,PART-6068,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-17 18:49:00,28
WO-0193,PART-2477,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-17 18:52:00,0
WO-0284,PART-2959,Rotor,Line-C,Assembly,ASM,Cell-02,2024-06-17 18:53:00,46
WO-0104,PART-7288,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-17 19:07:00,0
WO-0203,PART-6068,Pump Housing,Line-A,CNC Machining,CNC,CNC-19,2024-06-17 19:19:00,34
WO-0284,PART-2959,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-17 19:52:00,46
WO-0109,PART-3947,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-17 19:59:00,0
WO-0203,PART-6068,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-17 20:06:00,42
WO-0284,PART-2959,Rotor,Line-C,Packaging,PKG,Pack-02,2024-06-17 20:41:00,19
WO-0203,PART-6068,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-17 21:05:00,99
WO-0229,PART-6126,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-17 21:29:00,22
WO-0284,PART-2959,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-17 21:37:00,0
WO-0206,PART-5454,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-17 21:44:00,32
WO-0229,PART-6126,Manifold,Line-C,CNC Machining,CNC,CNC-12,2024-06-17 22:07:00,88
WO-0206,PART-5454,Rotor,Line-C,CNC Machining,CNC,CNC-15,2024-06-17 22:23:00,47
WO-0203,PART-6068,Pump Housing,Line-A,Assembly Rework,ASM,Cell-02,2024-06-17 22:54:00,60
WO-0206,PART-5454,Rotor,Line-C,Surface Prep,PREP,Prep-03,2024-06-17 23:15:00,35
WO-0092,PART-7487,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-17 23:18:00,47
WO-0229,PART-6126,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-17 23:44:00,31
WO-0203,PART-6068,Pump Housing,Line-A,Quality Check,QC,QA-02,2024-06-18 00:00:00,54
WO-0206,PART-5454,Rotor,Line-C,Assembly,ASM,Cell-02,2024-06-18 00:11:00,97
WO-0132,PART-7767,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-18 00:27:00,28
WO-0092,PART-7487,Rotor,Line-A,CNC Machining,CNC,CNC-19,2024-06-18 00:29:00,38
WO-0229,PART-6126,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-18 00:40:00,45
WO-0132,PART-7767,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-18 00:59:00,105
WO-0092,PART-7487,Rotor,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 01:10:00,44
WO-0203,PART-6068,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-18 01:14:00,29
WO-0229,PART-6126,Manifold,Line-C,Quality Check,QC,QA-02,2024-06-18 01:39:00,53
WO-0092,PART-7487,Rotor,Line-A,Assembly,ASM,Cell-02,2024-06-18 02:11:00,44
WO-0206,PART-5454,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-18 02:12:00,59
WO-0229,PART-6126,Manifold,Line-C,Packaging,PKG,Pack-02,2024-06-18 02:40:00,19
WO-0132,PART-7767,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-18 02:47:00,28
WO-0064,PART-8277,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-18 02:54:00,54
WO-0092,PART-7487,Rotor,Line-A,Assembly Rework,ASM,Cell-01,2024-06-18 03:10:00,36
WO-0206,PART-5454,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-18 03:19:00,20
WO-0132,PART-7767,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-18 03:24:00,77
WO-0203,PART-6068,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-18 03:27:00,0
WO-0206,PART-5454,Rotor,Line-C,Material Hold,HOLD,Planner,2024-06-18 03:45:00,393
WO-0229,PART-6126,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-18 03:59:00,0
WO-0064,PART-8277,Bracket,Line-B,CNC Machining,CNC,CNC-12,2024-06-18 03:59:00,90
WO-0092,PART-7487,Rotor,Line-A,Quality Check,QC,QA-05,2024-06-18 04:08:00,46
WO-0005,PART-9348,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-18 04:45:00,60
WO-0132,PART-7767,Rotor,Line-B,Assembly Rework,ASM,Cell-02,2024-06-18 04:53:00,76
WO-0282,PART-6495,Valve Body,Line-C,Cutting,CUT,Laser-02,2024-06-18 04:56:00,60
WO-0092,PART-7487,Rotor,Line-A,Packaging,PKG,Pack-02,2024-06-18 05:08:00,24
WO-0064,PART-8277,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-18 05:42:00,36
WO-0092,PART-7487,Rotor,Line-A,Manual Repair,ASM,Cell-04,2024-06-18 05:46:00,40
WO-0005,PART-9348,Manifold,Line-A,CNC Machining,CNC,CNC-19,2024-06-18 06:08:00,84
WO-0282,PART-6495,Valve Body,Line-C,CNC Machining,CNC,CNC-19,2024-06-18 06:11:00,52
WO-0132,PART-7767,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-18 06:33:00,40
WO-0064,PART-8277,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-18 06:34:00,138
WO-0092,PART-7487,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-18 07:16:00,0
WO-0282,PART-6495,Valve Body,Line-C,Surface Prep,PREP,Prep-01,2024-06-18 07:19:00,37
WO-0007,PART-2403,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-18 07:23:00,50
WO-0078,PART-6658,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-18 07:25:00,40
WO-0132,PART-7767,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-18 07:29:00,18
WO-0005,PART-9348,Manifold,Line-A,Surface Prep,PREP,Prep-03,2024-06-18 07:36:00,27
WO-0132,PART-7767,Rotor,Line-B,Manual Repair,ASM,Cell-01,2024-06-18 07:51:00,55
WO-0282,PART-6495,Valve Body,Line-C,Assembly,ASM,Cell-02,2024-06-18 08:04:00,63
WO-0078,PART-6658,Manifold,Line-A,CNC Machining,CNC,CNC-15,2024-06-18 08:21:00,45
WO-0007,PART-2403,Manifold,Line-A,CNC Machining,CNC,CNC-19,2024-06-18 08:23:00,97
WO-0005,PART-9348,Manifold,Line-A,Assembly,ASM,Cell-04,2024-06-18 08:24:00,99
WO-0039,PART-6654,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-18 08:37:00,40
WO-0064,PART-8277,Bracket,Line-B,Quality Check,QC,QA-05,2024-06-18 09:06:00,52
WO-0282,PART-6495,Valve Body,Line-C,Quality Check,QC,QA-05,2024-06-18 09:18:00,55
WO-0078,PART-6658,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 09:22:00,22
WO-0132,PART-7767,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-18 09:29:00,0
WO-0228,PART-4707,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-18 09:32:00,46
WO-0039,PART-6654,Rotor,Line-C,CNC Machining,CNC,CNC-19,2024-06-18 09:41:00,60
WO-0078,PART-6658,Manifold,Line-A,Assembly,ASM,Cell-02,2024-06-18 09:49:00,46
WO-0064,PART-8277,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-18 10:05:00,16
WO-0005,PART-9348,Manifold,Line-A,Assembly Rework,ASM,Cell-01,2024-06-18 10:13:00,60
WO-0007,PART-2403,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 10:15:00,45
WO-0282,PART-6495,Valve Body,Line-C,Packaging,PKG,Pack-02,2024-06-18 10:16:00,19
WO-0206,PART-5454,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-18 10:30:00,0
WO-0064,PART-8277,Bracket,Line-B,Material Hold,HOLD,Planner,2024-06-18 10:31:00,366
WO-0228,PART-4707,Valve Body,Line-B,CNC Machining,CNC,CNC-12,2024-06-18 10:43:00,115
WO-0078,PART-6658,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-18 10:49:00,59
WO-0282,PART-6495,Valve Body,Line-C,Manual Repair,ASM,Cell-04,2024-06-18 10:52:00,101
WO-0039,PART-6654,Rotor,Line-C,Surface Prep,PREP,Prep-03,2024-06-18 10:55:00,22
WO-0007,PART-2403,Manifold,Line-A,Assembly,ASM,Cell-04,2024-06-18 11:19:00,136
WO-0039,PART-6654,Rotor,Line-C,Assembly,ASM,Cell-04,2024-06-18 11:20:00,80
WO-0005,PART-9348,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-18 11:36:00,27
WO-0078,PART-6658,Manifold,Line-A,Packaging,PKG,Pack-02,2024-06-18 11:57:00,15
WO-0005,PART-9348,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-18 12:25:00,20
WO-0267,PART-9315,Pump Housing,Line-B,Cutting,CUT,Laser-01,2024-06-18 12:42:00,23
WO-0228,PART-4707,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-18 12:46:00,17
WO-0005,PART-9348,Manifold,Line-A,Manual Repair,ASM,Cell-01,2024-06-18 12:56:00,85
WO-0039,PART-6654,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-18 12:57:00,44
WO-0282,PART-6495,Valve Body,Line-C,Shipment,SHIP,Dock-01,2024-06-18 12:59:00,0
WO-0260,PART-1060,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-18 13:03:00,24
WO-0078,PART-6658,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-18 13:06:00,0
WO-0267,PART-9315,Pump Housing,Line-B,CNC Machining,CNC,CNC-19,2024-06-18 13:10:00,49
WO-0228,PART-4707,Valve Body,Line-B,Assembly,ASM,Cell-04,2024-06-18 13:19:00,150
WO-0260,PART-1060,Bracket,Line-C,CNC Machining,CNC,CNC-19,2024-06-18 13:29:00,79
WO-0007,PART-2403,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-18 13:59:00,32
WO-0039,PART-6654,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-18 14:04:00,30
WO-0085,PART-7220,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-18 14:11:00,38
WO-0267,PART-9315,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-18 14:16:00,30
WO-0274,PART-2097,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-18 14:28:00,35
WO-0005,PART-9348,Manifold,Line-A,Material Hold,HOLD,Planner,2024-06-18 14:37:00,254
WO-0007,PART-2403,Manifold,Line-A,Packaging,PKG,Pack-02,2024-06-18 14:45:00,30
WO-0267,PART-9315,Pump Housing,Line-B,Assembly,ASM,Cell-01,2024-06-18 14:53:00,125
WO-0085,PART-7220,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-18 15:02:00,86
WO-0260,PART-1060,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-18 15:05:00,18
WO-0039,PART-6654,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-18 15:17:00,0
WO-0274,PART-2097,Bracket,Line-C,CNC Machining,CNC,CNC-19,2024-06-18 15:25:00,91
WO-0007,PART-2403,Manifold,Line-A,Manual Repair,ASM,Cell-02,2024-06-18 15:31:00,96
WO-0260,PART-1060,Bracket,Line-C,Assembly,ASM,Cell-02,2024-06-18 15:35:00,127
WO-0212,PART-7014,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-18 15:45:00,31
WO-0228,PART-4707,Valve Body,Line-B,Quality Check,QC,QA-05,2024-06-18 16:06:00,40
WO-0212,PART-7014,Manifold,Line-A,CNC Machining,CNC,CNC-19,2024-06-18 16:37:00,76
WO-0085,PART-7220,Manifold,Line-B,Surface Prep,PREP,Prep-03,2024-06-18 16:38:00,38
WO-0228,PART-4707,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-18 16:55:00,23
WO-0267,PART-9315,Pump Housing,Line-B,Quality Check,QC,QA-05,2024-06-18 17:01:00,43
WO-0274,PART-2097,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-18 17:16:00,42
WO-0085,PART-7220,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-18 17:24:00,65
WO-0227,PART-8258,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-18 17:29:00,21
WO-0007,PART-2403,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-18 17:30:00,0
WO-0064,PART-8277,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-18 17:34:00,0
WO-0267,PART-9315,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-18 17:52:00,23
WO-0260,PART-1060,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-18 17:56:00,23
WO-0212,PART-7014,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 18:02:00,25
WO-0227,PART-8258,Rotor,Line-A,CNC Machining,CNC,CNC-19,2024-06-18 18:11:00,102
WO-0228,PART-4707,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-18 18:19:00,0
WO-0274,PART-2097,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-18 18:23:00,137
WO-0260,PART-1060,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-18 18:32:00,27
WO-0085,PART-7220,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-18 18:39:00,55
WO-0212,PART-7014,Manifold,Line-A,Assembly,ASM,Cell-02,2024-06-18 18:50:00,108
WO-0267,PART-9315,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-18 19:35:00,0
WO-0085,PART-7220,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-18 19:40:00,13
WO-0260,PART-1060,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-18 19:50:00,0
WO-0085,PART-7220,Manifold,Line-B,Material Hold,HOLD,Planner,2024-06-18 20:02:00,391
WO-0227,PART-8258,Rotor,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 20:02:00,34
WO-0005,PART-9348,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-18 20:05:00,0
WO-0192,PART-5685,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-18 20:08:00,34
WO-0238,PART-9797,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-18 20:09:00,23
WO-0227,PART-8258,Rotor,Line-A,Assembly,ASM,Cell-01,2024-06-18 20:45:00,127
WO-0212,PART-7014,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-18 20:46:00,53
WO-0274,PART-2097,Bracket,Line-C,Assembly Rework,ASM,Cell-02,2024-06-18 20:52:00,47
WO-0238,PART-9797,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-18 20:52:00,116
WO-0192,PART-5685,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-18 21:05:00,34
WO-0192,PART-5685,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-18 21:48:00,35
